mission_id,mission_type,latitude,longitude,urgency_level,urgency_score,threat_level,civilian_density,required_sensor,estimated_duration,created_time
M2319,Disaster Assessment,39.5355,29.9755,Critical,10.18,5.41,1.1,HD Camera,132,2025-12-17 14:18:21.977171
M2320,Search and Rescue,36.8092,39.0278,High,7.31,2.13,4.95,Multi-Spectral,127,2025-12-17 03:18:21.977282
M2321,Border Patrol,38.7053,36.4971,Low,2.5,4.29,1.39,Thermal,141,2025-12-16 23:18:21.977388
M2322,Disaster Assessment,40.0524,31.7893,Medium,4.52,2.04,2.5,Thermal,122,2025-12-16 23:18:21.977482
M2323,Search and Rescue,37.7226,41.3712,Medium,4.62,1.33,6.09,Night Vision,135,2025-12-17 04:18:21.977574
M2324,Border Patrol,38.007,32.8482,High,7.26,6.26,0.38,Night Vision,166,2025-12-16 23:18:21.977667
M2325,Search and Rescue,41.6432,40.7892,Low,2.72,5.79,2.24,Night Vision,129,2025-12-16 23:18:21.977760
M2326,Reconnaissance,41.512,33.473,Low,3.02,5.2,8.82,HD Camera,80,2025-12-16 19:18:21.977873
M2327,Disaster Assessment,41.756,29.9803,High,6.59,8.93,8.97,HD Camera,148,2025-12-17 02:18:21.977971
M2328,Surveillance,36.4167,37.1292,Medium,4.51,3.92,9.32,Thermal,74,2025-12-17 06:18:21.978067
M2329,Disaster Assessment,39.7704,39.9477,High,7.0,8.94,0.4,Thermal,32,2025-12-16 19:18:21.978160
M2330,Reconnaissance,40.9965,38.4183,High,6.68,9.26,2.46,HD Camera,36,2025-12-17 07:18:21.978253
M2331,Search and Rescue,39.0221,41.1181,High,6.65,5.93,7.11,Multi-Spectral,148,2025-12-17 05:18:21.978353
M2332,Border Patrol,38.2994,38.3194,Medium,4.68,5.12,5.08,Thermal,32,2025-12-17 12:18:21.978446
M2333,Border Patrol,40.138,39.2353,Medium,5.06,3.01,9.42,Multi-Spectral,99,2025-12-17 15:18:21.978538
M2334,Reconnaissance,38.3611,34.8832,High,6.8,7.0,9.45,Thermal,117,2025-12-17 01:18:21.978637
M2335,Reconnaissance,36.1142,28.7865,Medium,4.86,2.39,0.75,Thermal,173,2025-12-17 04:18:21.978732
M2336,Surveillance,39.1043,33.6186,Medium,5.09,5.64,9.94,HD Camera,73,2025-12-17 18:18:21.978824
M2337,Search and Rescue,40.7694,37.694,Low,3.02,9.74,6.96,Thermal,89,2025-12-16 21:18:21.978916
M2338,Disaster Assessment,36.5298,43.4998,High,6.9,9.11,9.71,HD Camera,137,2025-12-16 20:18:21.979009
M2339,Disaster Assessment,41.2614,27.529,Critical,10.47,7.05,4.2,HD Camera,45,2025-12-17 00:18:21.979103
M2340,Surveillance,37.5535,42.6445,High,7.31,2.27,7.69,Thermal,31,2025-12-16 21:18:21.979196
M2341,Disaster Assessment,40.0152,35.3785,Medium,5.2,1.31,7.63,Multi-Spectral,85,2025-12-17 14:18:21.979325
M2342,Search and Rescue,37.882,34.7196,Low,2.93,7.95,4.81,Multi-Spectral,61,2025-12-17 14:18:21.979516
M2343,Surveillance,41.4103,29.7818,Critical,9.84,6.45,9.06,HD Camera,89,2025-12-17 17:18:21.979648
M2344,Border Patrol,38.889,32.1784,High,7.28,9.33,7.17,Multi-Spectral,136,2025-12-17 02:18:21.979753
M2345,Surveillance,41.0774,40.91,High,6.9,6.3,2.58,Multi-Spectral,70,2025-12-16 22:18:21.979848
M2346,Search and Rescue,40.7828,40.2144,Low,2.84,6.95,1.13,Night Vision,144,2025-12-17 11:18:21.979941
M2347,Border Patrol,41.9175,43.9983,Medium,5.37,7.84,3.86,Night Vision,160,2025-12-16 21:18:21.980037
M2348,Reconnaissance,36.7372,37.5558,Low,3.12,8.83,5.73,Night Vision,112,2025-12-17 06:18:21.980132
M2349,Border Patrol,37.6724,33.4564,High,7.1,6.22,6.36,Thermal,71,2025-12-17 08:18:21.980225
M2350,Border Patrol,36.0723,42.0487,Medium,4.64,6.97,7.76,Thermal,66,2025-12-17 06:18:21.980327
M2351,Border Patrol,38.6204,42.5228,Critical,10.29,3.75,9.25,HD Camera,155,2025-12-17 11:18:21.980434
M2352,Border Patrol,38.7956,38.3284,Low,3.17,2.75,2.0,Multi-Spectral,47,2025-12-17 02:18:21.980535
M2353,Reconnaissance,39.6259,30.5586,Medium,5.24,4.67,5.11,HD Camera,92,2025-12-17 00:18:21.980630
M2354,Search and Rescue,38.7083,36.5324,Low,3.08,3.17,7.37,HD Camera,32,2025-12-16 23:18:21.980751
M2355,Search and Rescue,36.0387,29.5611,Critical,9.92,8.22,2.82,Multi-Spectral,35,2025-12-16 21:18:21.980853
M2356,Border Patrol,40.7848,41.1524,Medium,5.35,4.05,7.93,Multi-Spectral,56,2025-12-17 08:18:21.980946
M2357,Surveillance,37.5974,32.7114,Low,2.83,5.32,8.44,HD Camera,122,2025-12-16 19:18:21.981039
M2358,Reconnaissance,40.6996,28.355,Critical,9.64,6.17,6.04,Night Vision,97,2025-12-17 11:18:21.981130
M2359,Disaster Assessment,38.9862,32.652,Critical,10.13,1.39,0.35,Multi-Spectral,63,2025-12-17 15:18:21.981235
M2360,Reconnaissance,40.2008,43.946,Medium,4.53,1.59,0.78,Night Vision,87,2025-12-16 20:18:21.981333
M2361,Surveillance,38.7439,30.6663,High,7.37,6.28,9.45,HD Camera,52,2025-12-17 07:18:21.981434
M2362,Surveillance,40.3534,27.8377,Low,3.2,4.71,3.07,Thermal,136,2025-12-17 00:18:21.981528
M2363,Search and Rescue,39.8207,34.4581,Low,3.48,8.76,7.72,Multi-Spectral,84,2025-12-17 10:18:21.981621
M2364,Reconnaissance,40.8523,30.2355,Medium,5.37,7.82,7.23,Night Vision,129,2025-12-17 06:18:21.981713
M2365,Reconnaissance,38.457,34.9211,Critical,9.67,1.37,4.14,Thermal,55,2025-12-17 11:18:21.981806
M2366,Search and Rescue,40.236,40.7691,Medium,5.11,2.0,6.83,Night Vision,174,2025-12-17 15:18:21.981900
M2367,Search and Rescue,40.5047,41.4688,High,7.18,3.26,9.54,Thermal,51,2025-12-17 05:18:21.981992
M2368,Surveillance,37.8728,31.5175,Medium,4.56,7.9,8.83,HD Camera,60,2025-12-17 03:18:21.982096
M2369,Surveillance,37.8307,33.78,Critical,10.34,4.51,0.11,Night Vision,159,2025-12-16 20:18:21.982189
M2370,Surveillance,37.0852,30.1475,Low,2.66,8.1,0.06,Thermal,119,2025-12-17 10:18:21.982283
M2371,Search and Rescue,38.1593,31.6615,Critical,10.01,9.81,1.24,Thermal,103,2025-12-17 16:18:21.982383
M2372,Surveillance,36.8521,39.7798,Medium,5.08,2.07,7.0,HD Camera,58,2025-12-16 21:18:21.982476
M2373,Reconnaissance,39.9116,27.4434,Medium,5.05,6.35,2.08,Night Vision,149,2025-12-17 00:18:21.982568
M2374,Search and Rescue,41.0746,32.0262,Medium,5.41,7.69,3.95,Night Vision,31,2025-12-17 04:18:21.982661
M2375,Reconnaissance,37.9794,30.223,High,7.31,3.48,3.3,Thermal,137,2025-12-17 16:18:21.982754
M2376,Surveillance,40.8871,40.9278,Medium,5.3,1.91,8.0,Thermal,153,2025-12-17 05:18:21.982847
M2377,Surveillance,39.3145,41.8745,Low,3.49,6.5,6.13,Multi-Spectral,149,2025-12-17 05:18:21.982940
M2378,Search and Rescue,38.0694,29.2962,Medium,4.81,4.23,9.65,Multi-Spectral,128,2025-12-16 19:18:21.983032
M2379,Surveillance,39.072,42.3966,Low,2.9,3.07,2.33,Thermal,166,2025-12-17 14:18:21.983124
M2380,Border Patrol,36.9521,31.807,Medium,4.81,2.97,7.92,HD Camera,112,2025-12-16 22:18:21.983217
M2381,Border Patrol,40.977,43.9672,Medium,5.34,6.02,1.93,Multi-Spectral,67,2025-12-16 22:18:21.983334
M2382,Border Patrol,39.3902,29.5381,Medium,4.68,3.54,2.07,HD Camera,113,2025-12-16 22:18:21.983427
M2383,Search and Rescue,37.7415,34.7432,High,6.84,5.93,7.74,Thermal,43,2025-12-17 10:18:21.983521
M2384,Border Patrol,36.4092,28.3311,Low,3.06,6.75,2.11,Night Vision,69,2025-12-17 15:18:21.983613
M2385,Search and Rescue,40.5082,28.4219,Critical,10.07,5.97,3.88,Night Vision,116,2025-12-17 16:18:21.983714
M2386,Surveillance,36.5161,34.2921,High,6.61,9.6,5.23,Thermal,52,2025-12-17 16:18:21.983806
M2387,Search and Rescue,41.0878,39.2906,Critical,10.03,7.58,0.94,Multi-Spectral,133,2025-12-16 22:18:21.983897
M2388,Surveillance,41.7645,42.1717,Medium,4.63,3.8,2.43,Thermal,139,2025-12-17 13:18:21.983989
M2389,Border Patrol,38.1664,27.3304,Critical,10.5,2.1,5.43,Night Vision,63,2025-12-17 02:18:21.984081
M2390,Surveillance,36.9612,40.2354,Medium,4.8,2.9,5.58,Night Vision,160,2025-12-17 15:18:21.984173
M2391,Surveillance,41.2041,37.1384,Low,3.42,6.27,7.13,Multi-Spectral,76,2025-12-17 03:18:21.984274
M2392,Border Patrol,41.381,40.4821,Medium,5.46,3.08,3.67,HD Camera,160,2025-12-17 06:18:21.984365
M2393,Search and Rescue,36.625,41.1361,Medium,5.18,1.29,1.34,Thermal,106,2025-12-17 01:18:21.984470
M2394,Border Patrol,39.9571,40.0261,Medium,5.08,3.35,9.12,Multi-Spectral,157,2025-12-17 07:18:21.984607
M2395,Disaster Assessment,36.149,28.1217,High,7.15,9.68,5.52,HD Camera,177,2025-12-17 09:18:21.984705
M2396,Border Patrol,41.9641,29.3617,Critical,10.06,6.99,9.37,Multi-Spectral,122,2025-12-16 22:18:21.984798
M2397,Border Patrol,40.4143,38.7017,Low,3.25,3.9,7.29,Thermal,133,2025-12-17 00:18:21.984891
M2398,Surveillance,37.0773,42.3832,Low,2.81,2.17,8.27,Thermal,46,2025-12-16 19:18:21.985004
M2399,Search and Rescue,36.8552,40.596,High,6.87,7.86,1.92,Night Vision,55,2025-12-16 23:18:21.985096
M2400,Border Patrol,38.8935,30.3772,Medium,4.64,2.11,8.63,Thermal,175,2025-12-16 21:18:21.985188
M2401,Surveillance,36.2091,37.6172,Medium,5.05,2.87,6.43,Thermal,149,2025-12-17 14:18:21.985308
M2402,Disaster Assessment,37.0566,42.619,Critical,9.61,8.8,5.44,Night Vision,117,2025-12-17 04:18:21.985413
M2403,Border Patrol,37.3451,36.9958,Medium,5.32,8.72,8.0,Thermal,136,2025-12-16 21:18:21.985512
M2404,Search and Rescue,37.5867,33.3169,Medium,5.33,7.93,9.71,HD Camera,72,2025-12-17 15:18:21.985609
M2405,Surveillance,41.1119,33.4784,High,7.25,2.58,4.24,Multi-Spectral,130,2025-12-16 21:18:21.985705
M2406,Reconnaissance,38.0359,37.6113,Critical,9.75,3.7,7.09,HD Camera,127,2025-12-17 16:18:21.985801
M2407,Border Patrol,39.6577,34.9967,Low,2.93,6.16,0.91,Thermal,40,2025-12-17 17:18:21.985897
M2408,Search and Rescue,38.7248,41.8053,Low,2.72,8.12,1.85,Night Vision,120,2025-12-17 10:18:21.985993
M2409,Search and Rescue,39.4677,38.1562,Low,2.78,8.84,5.45,HD Camera,145,2025-12-17 17:18:21.986106
M2410,Search and Rescue,38.1455,33.5494,Medium,5.06,9.32,7.45,Multi-Spectral,76,2025-12-16 20:18:21.986220
M2411,Surveillance,36.0521,39.0783,Low,2.79,2.88,0.12,Multi-Spectral,36,2025-12-17 16:18:21.986321
M2412,Reconnaissance,41.0806,36.7075,Critical,10.13,2.69,8.29,Night Vision,31,2025-12-17 09:18:21.986414
M2413,Search and Rescue,39.5446,34.2201,Low,3.08,6.58,6.4,Thermal,31,2025-12-17 16:18:21.986518
M2414,Search and Rescue,37.4392,43.4926,Low,3.1,3.14,4.97,Thermal,77,2025-12-16 22:18:21.986630
M2415,Search and Rescue,39.695,37.1391,Critical,9.94,5.28,6.23,Multi-Spectral,62,2025-12-17 05:18:21.986723
M2416,Search and Rescue,40.7273,28.7769,High,7.25,4.23,5.52,Night Vision,38,2025-12-17 18:18:21.986824
M2417,Border Patrol,40.0598,30.6204,Low,2.86,5.3,6.05,Night Vision,136,2025-12-16 23:18:21.986918
M2418,Border Patrol,36.4884,34.9264,Low,3.28,1.55,7.05,HD Camera,123,2025-12-17 18:18:21.987044
M2419,Border Patrol,37.0078,37.8728,Medium,4.62,7.58,1.78,Thermal,141,2025-12-17 07:18:21.987148
M2420,Disaster Assessment,37.5551,40.0409,High,6.88,7.8,0.18,HD Camera,38,2025-12-17 08:18:21.987254
M2421,Search and Rescue,40.6483,39.7884,High,7.4,3.77,4.66,Thermal,138,2025-12-17 01:18:21.987362
M2422,Border Patrol,36.2817,40.2948,Low,2.71,3.58,4.93,Night Vision,170,2025-12-16 23:18:21.987455
M2423,Reconnaissance,38.756,38.564,Medium,5.11,9.86,2.89,Multi-Spectral,166,2025-12-17 10:18:21.987556
M2424,Disaster Assessment,41.0314,43.819,Critical,9.97,9.73,5.47,Multi-Spectral,137,2025-12-17 12:18:21.987650
M2425,Disaster Assessment,40.1453,33.7738,High,6.53,4.97,9.02,Night Vision,73,2025-12-16 23:18:21.987742
M2426,Border Patrol,38.6459,28.7557,High,6.76,1.43,5.6,Night Vision,82,2025-12-17 13:18:21.987835
M2427,Search and Rescue,37.1955,42.7237,Critical,9.74,3.8,5.44,Night Vision,88,2025-12-17 18:18:21.987927
M2428,Surveillance,39.0244,35.0844,Medium,5.19,2.77,9.81,Multi-Spectral,83,2025-12-17 18:18:21.988020
M2429,Reconnaissance,39.8031,27.4797,High,6.84,7.73,8.08,Thermal,33,2025-12-16 20:18:21.988112
M2430,Surveillance,37.3706,38.9549,High,6.75,9.2,5.29,Night Vision,136,2025-12-16 21:18:21.988204
M2431,Border Patrol,37.5942,41.2121,Critical,10.4,5.85,0.32,HD Camera,118,2025-12-16 22:18:21.988305
M2432,Border Patrol,37.4357,41.115,High,7.26,4.03,6.38,Thermal,30,2025-12-17 15:18:21.988399
M2433,Reconnaissance,37.3199,27.1911,Critical,9.73,3.99,0.32,Multi-Spectral,90,2025-12-17 17:18:21.988492
M2434,Disaster Assessment,36.0774,38.2423,Critical,10.35,8.07,3.1,Multi-Spectral,78,2025-12-17 04:18:21.988585
M2435,Border Patrol,38.4976,38.5792,High,7.38,1.46,3.01,HD Camera,146,2025-12-17 16:18:21.988686
M2436,Disaster Assessment,38.4376,33.6257,Medium,4.99,4.75,8.28,Multi-Spectral,135,2025-12-16 19:18:21.988787
M2437,Surveillance,38.5226,38.3527,Low,2.56,5.77,0.45,Multi-Spectral,73,2025-12-17 11:18:21.988881
M2438,Border Patrol,38.3312,37.9028,Low,2.78,2.63,0.22,Multi-Spectral,121,2025-12-17 10:18:21.988973
M2439,Surveillance,41.5081,32.8715,Critical,9.93,4.28,4.09,Night Vision,119,2025-12-17 14:18:21.989067
M2440,Disaster Assessment,36.5862,34.9669,High,6.58,7.14,7.9,Night Vision,178,2025-12-17 02:18:21.989167
M2441,Reconnaissance,41.5349,37.6637,Medium,4.65,4.93,6.55,Night Vision,93,2025-12-16 22:18:21.989281
M2442,Reconnaissance,39.0959,37.1026,Critical,9.86,7.86,1.36,Multi-Spectral,36,2025-12-16 20:18:21.989378
M2443,Border Patrol,39.0366,34.8439,Low,2.74,5.03,9.5,Multi-Spectral,77,2025-12-17 03:18:21.989471
M2444,Reconnaissance,41.5818,36.756,Medium,4.74,4.96,3.9,Thermal,95,2025-12-17 01:18:21.989564
M2445,Border Patrol,39.2938,41.3583,Low,3.46,9.49,1.0,Multi-Spectral,137,2025-12-17 00:18:21.989657
M2446,Search and Rescue,37.0771,43.5778,Critical,9.71,2.52,3.62,Thermal,133,2025-12-17 04:18:21.989751
M2447,Surveillance,36.5357,39.6947,High,7.35,1.97,8.16,Multi-Spectral,71,2025-12-17 05:18:21.989843
M2448,Surveillance,36.4785,29.3486,High,6.87,9.32,3.79,Thermal,158,2025-12-17 13:18:21.989935
M2449,Border Patrol,39.494,29.9091,Low,3.41,7.13,6.99,Thermal,112,2025-12-17 01:18:21.990028
M2450,Disaster Assessment,38.5316,40.004,Low,2.62,9.01,6.33,Thermal,167,2025-12-16 19:18:21.990121
M2451,Border Patrol,36.7023,29.1585,Medium,4.69,1.88,6.25,Thermal,66,2025-12-17 16:18:21.990221
M2452,Disaster Assessment,41.5625,35.2871,Low,3.07,3.31,5.14,Night Vision,167,2025-12-17 06:18:21.990314
M2453,Surveillance,40.215,38.2709,High,6.88,4.73,3.48,Night Vision,155,2025-12-17 07:18:21.990414
M2454,Search and Rescue,38.6336,34.9558,Medium,4.95,9.1,0.87,Thermal,149,2025-12-17 17:18:21.990508
M2455,Surveillance,39.8679,42.4181,High,7.07,8.2,9.81,Thermal,34,2025-12-16 23:18:21.990601
M2456,Border Patrol,36.0391,40.6179,Medium,4.99,5.69,9.62,Thermal,92,2025-12-17 13:18:21.990693
M2457,Reconnaissance,39.1215,35.9895,Critical,10.3,9.71,0.55,HD Camera,157,2025-12-17 02:18:21.990787
M2458,Border Patrol,39.1307,29.7459,Medium,4.88,6.27,7.25,HD Camera,176,2025-12-17 17:18:21.990880
M2459,Surveillance,36.8624,29.764,Medium,4.66,9.02,0.76,Multi-Spectral,144,2025-12-17 12:18:21.990974
M2460,Disaster Assessment,38.7523,34.5373,Medium,5.1,2.42,8.98,Multi-Spectral,86,2025-12-17 12:18:21.991068
M2461,Disaster Assessment,41.5222,34.7625,Critical,10.22,1.72,6.43,Night Vision,75,2025-12-17 05:18:21.991169
M2462,Search and Rescue,41.225,32.5496,Critical,9.91,5.02,8.48,Thermal,173,2025-12-16 20:18:21.991275
M2463,Disaster Assessment,36.6262,32.9583,High,6.66,3.96,8.19,Night Vision,103,2025-12-16 22:18:21.991383
M2464,Search and Rescue,41.6134,31.4436,High,6.91,8.9,7.86,Night Vision,137,2025-12-16 23:18:21.991479
M2465,Disaster Assessment,40.8636,29.1914,Critical,10.22,1.74,3.75,Night Vision,164,2025-12-16 19:18:21.991624
M2466,Border Patrol,40.277,37.3505,High,7.48,2.71,4.49,Night Vision,176,2025-12-17 02:18:21.991850
M2467,Search and Rescue,41.7754,40.8107,High,7.34,1.14,9.54,Thermal,33,2025-12-17 05:18:21.992028
M2468,Reconnaissance,37.1228,34.4172,Critical,9.94,3.47,1.32,HD Camera,92,2025-12-17 00:18:21.992131
M2469,Reconnaissance,41.198,33.9711,High,6.62,1.09,7.22,Multi-Spectral,74,2025-12-17 01:18:21.992234
M2470,Reconnaissance,41.829,32.9356,Low,2.79,6.41,7.75,Multi-Spectral,122,2025-12-17 06:18:21.992343
M2471,Surveillance,36.9902,43.9555,Low,2.89,7.51,5.72,Night Vision,39,2025-12-16 20:18:21.992450
M2472,Search and Rescue,38.9334,35.8726,Critical,9.7,9.42,2.27,Thermal,166,2025-12-17 04:18:21.992548
M2473,Surveillance,40.8393,27.0684,Medium,4.7,5.47,7.05,HD Camera,81,2025-12-16 22:18:21.992647
M2474,Border Patrol,40.7293,42.154,High,6.85,8.61,7.11,Thermal,85,2025-12-17 03:18:21.992754
M2475,Surveillance,40.1554,31.21,Low,2.68,3.07,2.64,HD Camera,64,2025-12-17 16:18:21.992849
M2476,Disaster Assessment,37.7452,28.1097,Medium,4.58,2.13,8.36,HD Camera,38,2025-12-17 00:18:21.992944
M2477,Disaster Assessment,39.4682,35.8877,High,6.98,3.83,1.38,Night Vision,94,2025-12-17 15:18:21.993041
M2478,Border Patrol,36.3207,30.3467,Low,3.21,6.2,2.52,Multi-Spectral,38,2025-12-17 04:18:21.993149
M2479,Reconnaissance,41.3881,34.0215,Critical,9.73,5.58,6.6,Night Vision,57,2025-12-17 05:18:21.993245
M2480,Surveillance,39.8144,42.1324,Critical,10.41,8.14,1.76,HD Camera,111,2025-12-17 01:18:21.993362
M2481,Border Patrol,38.0146,42.4821,Medium,5.22,5.36,6.37,Thermal,34,2025-12-17 16:18:21.993472
M2482,Surveillance,39.6871,38.7876,Critical,9.61,1.43,7.85,Thermal,73,2025-12-17 02:18:21.993570
M2483,Surveillance,39.5243,29.741,Low,2.52,7.31,5.5,Thermal,142,2025-12-17 02:18:21.993666
M2484,Disaster Assessment,37.9662,42.6932,Medium,5.38,7.44,3.64,Thermal,115,2025-12-17 05:18:21.993759
M2485,Border Patrol,40.0849,33.9434,Low,3.06,4.74,8.88,HD Camera,158,2025-12-16 22:18:21.993854
M2486,Reconnaissance,38.9265,39.8173,Low,3.37,4.52,0.14,Night Vision,104,2025-12-17 08:18:21.993948
M2487,Search and Rescue,37.9517,38.9216,Medium,5.15,2.61,9.69,HD Camera,148,2025-12-17 16:18:21.994056
M2488,Disaster Assessment,38.0828,41.3031,High,6.54,9.77,6.48,Thermal,144,2025-12-16 23:18:21.994154
M2489,Surveillance,41.9106,30.9996,Medium,5.22,4.91,6.52,Night Vision,79,2025-12-17 18:18:21.994251
M2490,Disaster Assessment,39.8085,28.3837,Medium,4.61,4.39,7.44,Night Vision,165,2025-12-17 00:18:21.994346
M2491,Border Patrol,38.4796,40.0993,Critical,10.48,9.56,8.99,Thermal,130,2025-12-16 19:18:21.994449
M2492,Search and Rescue,39.8793,31.8165,High,7.09,4.22,7.59,Multi-Spectral,51,2025-12-17 16:18:21.994543
M2493,Search and Rescue,36.6401,42.5969,Medium,5.4,9.18,7.4,Multi-Spectral,40,2025-12-16 21:18:21.994638
M2494,Search and Rescue,39.599,35.9296,High,6.96,9.64,1.85,Night Vision,131,2025-12-17 03:18:21.994733
M2495,Reconnaissance,41.3035,36.2442,Critical,9.54,9.28,4.89,Night Vision,51,2025-12-17 08:18:21.994828
M2496,Surveillance,37.4824,41.8843,Critical,10.4,5.12,4.4,Thermal,174,2025-12-16 20:18:21.994922
M2497,Reconnaissance,38.3231,30.3524,Low,3.11,7.67,1.31,Thermal,105,2025-12-16 21:18:21.995017
M2498,Disaster Assessment,37.1605,31.112,Low,2.56,2.32,1.47,Night Vision,52,2025-12-17 03:18:21.995109
M2499,Border Patrol,37.4093,32.1198,Medium,4.75,6.85,5.54,Multi-Spectral,175,2025-12-17 12:18:21.995202
M2500,Border Patrol,41.3384,36.8312,Critical,10.45,2.33,9.94,Thermal,72,2025-12-17 00:18:21.995311
M2501,Surveillance,37.2871,34.3022,High,7.49,6.17,6.94,Thermal,121,2025-12-17 13:18:21.995417
M2502,Reconnaissance,37.907,33.1247,High,6.83,3.92,6.95,Multi-Spectral,138,2025-12-17 11:18:21.995513
M2503,Search and Rescue,41.2709,37.2519,High,6.95,3.0,7.38,Multi-Spectral,46,2025-12-17 13:18:21.995609
M2504,Border Patrol,41.8618,39.7492,Medium,4.78,4.78,3.84,Night Vision,84,2025-12-16 20:18:21.995711
M2505,Disaster Assessment,36.5422,28.3756,Medium,4.64,6.06,1.49,Night Vision,151,2025-12-16 23:18:21.995807
M2506,Surveillance,40.6123,43.4145,Critical,9.84,6.83,5.62,Multi-Spectral,174,2025-12-17 10:18:21.995904
M2507,Border Patrol,38.8982,38.3826,Low,3.31,6.2,0.61,HD Camera,89,2025-12-17 13:18:21.995999
M2508,Search and Rescue,39.7729,40.6023,Low,2.77,4.06,9.17,Night Vision,73,2025-12-17 05:18:21.996094
M2509,Disaster Assessment,38.5466,39.079,Medium,5.37,9.78,9.52,HD Camera,144,2025-12-17 12:18:21.996191
M2510,Border Patrol,41.2945,33.1344,High,7.12,6.99,7.82,Multi-Spectral,140,2025-12-16 19:18:21.996289
M2511,Search and Rescue,41.8974,41.194,High,6.98,8.91,3.48,Multi-Spectral,64,2025-12-17 08:18:21.996396
M2512,Search and Rescue,39.7507,40.5686,Medium,4.57,2.89,1.54,HD Camera,137,2025-12-17 14:18:21.996492
M2513,Disaster Assessment,41.0609,34.1015,Medium,5.03,9.92,5.32,Night Vision,79,2025-12-17 10:18:21.996590
M2514,Reconnaissance,36.0654,41.7919,Low,2.72,5.1,8.52,Thermal,152,2025-12-17 10:18:21.996685
M2515,Disaster Assessment,39.9382,33.6381,High,6.85,4.88,7.43,HD Camera,151,2025-12-17 16:18:21.996790
M2516,Search and Rescue,39.1503,36.2768,Low,2.78,5.17,9.47,Multi-Spectral,162,2025-12-17 16:18:21.996885
M2517,Border Patrol,40.5272,27.6519,Medium,4.53,1.75,4.38,Multi-Spectral,120,2025-12-17 00:18:21.996981
M2518,Surveillance,37.9308,32.7029,High,7.2,5.26,5.18,Night Vision,65,2025-12-17 17:18:21.997096
M2519,Disaster Assessment,38.6429,31.664,High,6.92,7.11,1.11,Multi-Spectral,176,2025-12-17 04:18:21.997213
M2520,Search and Rescue,38.5845,39.889,Critical,10.19,1.99,9.69,HD Camera,121,2025-12-17 07:18:21.997367
M2521,Search and Rescue,37.668,40.2546,Low,3.08,9.78,8.28,Thermal,32,2025-12-16 19:18:21.997497
M2522,Disaster Assessment,39.324,40.0521,High,7.19,6.1,3.97,Thermal,161,2025-12-17 05:18:21.997696
M2523,Disaster Assessment,38.3908,27.4784,Medium,4.59,8.61,0.57,Multi-Spectral,126,2025-12-17 14:18:21.997823
M2524,Disaster Assessment,36.3662,41.5747,Medium,5.32,9.87,9.37,Multi-Spectral,39,2025-12-17 03:18:21.997930
M2525,Surveillance,37.4152,38.7732,Low,2.79,5.7,5.1,Night Vision,33,2025-12-17 06:18:21.998032
M2526,Search and Rescue,41.6401,43.2424,Low,3.38,3.3,3.5,Night Vision,41,2025-12-17 17:18:21.998169
M2527,Border Patrol,36.6984,34.7673,High,7.48,5.63,7.42,HD Camera,115,2025-12-16 21:18:21.998285
M2528,Search and Rescue,41.4884,40.0915,Critical,9.51,7.64,7.37,Night Vision,114,2025-12-17 13:18:21.998381
M2529,Reconnaissance,37.6252,38.3402,Medium,4.85,6.16,3.85,Night Vision,153,2025-12-16 20:18:21.998476
M2530,Border Patrol,38.6078,38.759,High,7.31,7.16,5.41,HD Camera,179,2025-12-17 12:18:21.998570
M2531,Search and Rescue,40.487,42.2224,Low,2.58,9.37,3.96,Thermal,51,2025-12-17 18:18:21.998675
M2532,Border Patrol,41.9815,40.0705,Medium,4.88,6.02,3.67,Multi-Spectral,62,2025-12-16 21:18:21.998769
M2533,Reconnaissance,41.4764,27.931,Low,2.58,3.21,2.55,HD Camera,106,2025-12-16 21:18:21.998868
M2534,Surveillance,39.2606,32.7574,Medium,5.21,8.44,3.46,HD Camera,118,2025-12-16 20:18:21.998963
M2535,Reconnaissance,40.3499,40.4226,Medium,4.59,6.2,6.5,Multi-Spectral,55,2025-12-17 06:18:21.999056
M2536,Search and Rescue,41.8156,40.218,Low,2.92,4.04,0.69,Night Vision,163,2025-12-17 10:18:21.999149
M2537,Disaster Assessment,37.9747,40.1104,High,7.42,8.65,7.98,Multi-Spectral,106,2025-12-17 09:18:21.999243
M2538,Border Patrol,36.0419,37.7788,Low,3.24,9.26,8.84,Multi-Spectral,135,2025-12-17 14:18:21.999361
